,Date,CUSIP,Ticker,MktValue,Shares,Russell1000,Russell2000,Name,R1000_WT,R2000_WT
254821,20030430,810186106,SMG,1112290.45,19531,Y,N,SCOTTS CO,0.000127,
128819,19990930,248239105,DRTE,945992.25,20021,N,Y,DENDRITE INTL INC,,0.001135
254854,20030430,824348106,SHW,3616956.04,129733,Y,N,SHERWIN WILLIAMS CO,0.000414,
86282,19980630,682680103,OKE,1256700.5,31516,N,Y,ONEOK INC,,0.00121
83351,19980529,689648103,OTTR,373152.0,11661,N,Y,OTTER TAIL POWER CO,,0.00041
141361,20000131,676255102,OLOG,195202.75,21103,N,Y,OFFSHORE LOGISTICS I,,0.00021
271907,20031031,578877102,MBTF,279912.5,15995,N,Y,MBT FINANCIAL CORP,,0.000335
253638,20030430,38388F108,GRA,171557.6,65480,N,Y,GRACE W R & CO DEL NEW,,0.000275
103018,19981231,337932107,FE,7719559.31,237069,Y,N,FIRSTENERGY CORP,0.000746,
82952,19980529,522016104,LRI,269587.5,9100,N,Y,LEARONAL INC,,0.000296
2275,19960131,805375102,SPEI,,30042,N,Y,SAVOY PICTURES ENTMT,,0.0267
181880,20010330,85517P101,STSI,28682.44,19953,N,Y,STAR SCIENTIFIC INC,,3.6e-05
261268,20030630,97563A102,WXH,140401.45,17185,N,Y,WINSTON HOTELS INC,,0.000197
104367,19981231,828395103,SVR,38404.75,4124,N,Y,SILVERLEAF RESORTS I,,4.5e-05
103961,19981231,693718108,PCAR,2907660.88,70703,Y,N,PACCAR INC,0.000281,
32791,19961231,165159104,CSK,,21033,N,Y,CHESAPEAKE CORP,,0.0952
247480,20030228,261878102,DRYR,1354007.2,18599,Y,N,DREYERS GRAND ICE CR,0.000169,
169028,20001130,294703103,ENN,209015.62,36750,N,Y,EQUITY INNS INC,,0.000258
175528,20010131,604690107,MRVT,117463.31,14078,N,Y,MIRAVANT MED TECHNOL,,0.000128
281778,20040130,904708104,UNF,233380.4,8990,N,Y,UNIFIRST CORP MASS,,0.000254
245295,20030131,55261F104,MTB,6302923.2,78984,Y,N,M & T BK CORP,0.000771,
94690,19980930,474900107,JSBA,146294.25,8934,N,Y,JEFFERSON SVGS BANCO,,0.000196
299074,20040730,826552101,SIAL,3971229.28,69137,Y,N,SIGMA ALDRICH CORP,0.000364,
383436,20061229,043353101,ARM,1284649.87,70469,N,Y,ARVINMERITOR INC,,0.000942
283266,20040227,435902101,HEPH,128314.5,9795,N,Y,HOLLIS-EDEN PHARMACEUTCL,,0.000138
379426,20061031,739308104,PWER,478553.76,69964,N,Y,POWER-ONE INC,,0.000358
369714,20060731,451055107,ICON,490882.0,35063,N,Y,ICONIX BRAND GROUP INC,,0.0004
278357,20031231,75886F107,REGN,503685.11,34241,N,Y,REGENERON PHARMACEUTICAL,,0.00057
49678,19970630,001957109,T,,1628000,Y,N,AT&T CORP,0.7788,
35706,19970131,161133103,CHRS,,95413,N,Y,CHARMING SHOPPES,,0.0643
277629,20031231,50105F105,KRO,81518.4,3672,N,Y,KRONOS WORLDWIDE INC,,9.2e-05
350836,20060131,04543P100,AACC,217989.6,8934,N,Y,ASSET ACCEPTANCE CAPITAL,,0.000166
346911,20051130,780287108,RGLD,491960.14,18907,N,Y,ROYAL GOLD INC,,0.000403
140379,20000131,277432100,EMN,3119301.62,78227,Y,N,EASTMAN CHEM CO,0.000259,
352930,20060131,802809103,SBP,135876.96,5316,N,Y,SANTANDER BANCORP,,0.000104
245488,20030131,628858102,NCOG,267181.2,18684,N,Y,NCO GROUP INC,,0.000459
141982,20000131,878555101,TNL,491051.12,11657,N,Y,TECHNITROL INC,,0.000529
224906,20020628,694873100,PSUN,667804.74,30122,N,Y,PACIFIC SUNWEAR CALI,,0.000922
159016,20000731,892081100,TCT,285636.75,15924,N,Y,TOWN & CTRY TR,,0.000307
104546,19981231,879176105,TALK,513672.25,30667,N,Y,TEL-SAVE COM,,0.000601
228954,20020830,00808V105,AETH,102566.6,36115,N,Y,AETHER SYS INC,,0.000168
343895,20051031,760981100,RSTO,178540.44,30108,N,Y,RESTORATION HARDWARE INC,,0.000153
215411,20020328,372302109,GLYT,450607.32,11997,N,Y,GENLYTE GROUP INC,,0.000538
62466,19971031,305914103,FLC,2898651.0,79688,Y,N,FALCON DRILLING COMP,0.0381,
134735,19991130,291011104,EMR,24767184.0,434512,Y,N,EMERSON ELEC CO,0.002102,
378834,20061031,51476K103,LDR,497202.06,9078,N,Y,LANDAUER INC,,0.000372
263307,20030731,69349H107,PNM,1044059.42,39118,N,Y,PNM RESOURCES INC,,0.00138
351538,20060131,29530P102,ERIE,2272799.0,42883,Y,N,ERIE INDEMNITY CO,0.000175,
124116,19990730,695629105,PWJ,5841560.0,146039,Y,N,PAINE WEBBER GROUP,0.000521,
330726,20050630,344849104,FL,4255983.1,156355,Y,N,FOOT LOCKER INC,0.000352,
266915,20030829,879664100,TLAB,2692129.63,412271,Y,N,TELLABS INC,0.000277,
298343,20040730,576817209,MATR,257550.0,10302,N,Y,MATRIA HEALTHCARE INC,,0.000268
277598,20031231,493267108,KEY,12396496.0,422800,Y,N,KEYCORP,0.001152,
274200,20031128,320209109,FFBC,518224.0,32389,N,Y,FIRST FINANCIAL BANCORP,,0.000597
267259,20030829,987434107,YBTVA,304802.56,12533,N,Y,YOUNG BROADCASTING INC,,0.000386
278647,20031231,86279T109,STXN,352193.25,82869,N,Y,STRATEX NETWORKS INC,,0.000399
80283,19980430,584690309,MDRX,786001.5,18386,N,Y,MEDICIS PHARMACEUTIC,,0.000822
225745,20020628,925602104,VICL,100277.76,18992,N,Y,VICAL INC,,0.000138
275060,20031128,659424105,NFB,6255353.94,156658,Y,N,NORTH FORK BANCORP,0.000608,
246972,20030228,06423A103,ONE,42326674.86,1174762,Y,N,BANK ONE CORP,0.00527,
17728,19960731,062401104,GRAN,,8996,N,Y,BANK OF GRANITE CORP,,0.036
240927,20021231,030710107,AMN,197381.85,3579,N,Y,AMERON INTL INC,,0.000328
24361,19960930,31734L101,FI,,4401,Y,N,FINA INC  -CL A,0.004,
48759,19970530,716768106,PETM,,105196,Y,N,PETSMART INC,0.0185,
256303,20030530,292970100,ENSI,117459.96,4201,N,Y,ENERGYSOUTH INC,,0.00017
382777,20061130,871206108,SCMR,687446.46,184302,N,Y,SYCAMORE NETWORKS INC,,0.000505
136391,19991130,887100105,TBL,475728.0,9911,N,Y,TIMBERLAND CO,,0.000556
13104,19960531,546011107,LD,,7812,N,Y,LOUIS DREYFUS NAT GA,,0.0174
296397,20040630,902788108,UMBF,778687.7,15085,N,Y,UMB FINANCIAL CORP,,0.000752
76967,19980331,372917104,GENZ,2481568.0,77549,Y,N,GENZYME CORP,0.000273,
173708,20001229,92343E102,VRSN,14646318.81,197423,Y,N,VERISIGN INC,0.001225,
347511,20051130,958102105,WDC,3176468.0,212900,Y,N,WESTERN DIGITAL CORP,0.000251,
79396,19980430,224051102,CXR,425119.5,8788,N,Y,COX RADIO INC,,0.000444
229120,20020830,04033V104,ARBA,581198.2,264181,N,Y,ARIBA INC,,0.00095
224340,20020628,469814107,JEC,1644224.5,47275,Y,N,JACOBS ENGR GROUP IN,0.000175,
62275,19971031,233311109,DIGI,2860138.12,117339,Y,N,DSC COMMUNICATIONS C,0.0376,
321925,20050331,448774109,HYDL,930179.25,15925,N,Y,HYDRIL,,0.000857
89017,19980731,585055106,MDT,29070427.6,469351,Y,N,MEDTRONIC INC,0.003072,
340849,20050930,75040P405,ROIAK,1099931.75,83645,N,Y,RADIO ONE INC,,0.000911
296360,20040630,893735100,TKTX,438253.2,29295,N,Y,TRANSKARYOTIC THERAPIES,,0.000423
382460,20061130,754055101,RZ,99474.9,20301,N,Y,RASER TECHNOLOGIES INC,,7.3e-05
322697,20050331,704231109,PAX,31284.6,45340,N,Y,PAXSON COMMUNICATION,,2.9e-05
25897,19960930,868316100,SUPR,,3665,N,Y,SUPERIOR SERVICES IN,,0.0089
330348,20050630,208264101,CONR,127957.6,8336,N,Y,CONOR MEDSYSTEMS INC,,0.000111
276680,20031231,16117M107,CHTR,1042100.58,259229,N,Y,CHARTER COMMUNICATIONS,,0.00118
331032,20050630,45810H107,ISYS,234808.88,10376,N,Y,INTEGRAL SYSTEMS INC,,0.000203
111057,19990331,12189T104,BNI,15463545.3,470374,Y,N,BURLINGTON NORTHERN,0.001444,
351461,20060131,277276101,EGP,1037942.82,21981,N,Y,EASTGROUP PROPERTIES INC,,0.000791
193742,20010731,927624106,VION,182973.72,26214,N,Y,VION PHARMACEUTICALS,,0.000227
265343,20030829,33832H107,FLAG,92937.2,6568,N,Y,FLAG FINANCIAL CORP,,0.000118
336861,20050831,412850109,HNBC,618632.2,27556,N,Y,HARLEYSVILLE NATIONAL,,0.000516
318074,20050228,12811R104,CLMS,652280.0,23000,N,Y,CALAMOS ASSET MGMT INC,,0.00059
258076,20030530,904214103,UMPQ,570052.3,28718,N,Y,UMPQUA HLDGS CORP,,0.000827
315665,20050131,338494107,FLDR,120953.0,13076,N,Y,FLANDERS CORP,,0.000111
69939,19971231,902973106,USB,27584086.5,246424,Y,N,U S BANCORP/DE,0.003427,
349082,20051230,485170302,KSU,1793333.01,73407,N,Y,KANSAS CITY SOUTHERN,,0.001483
144946,20000229,913247508,UCOMA,8659915.0,82870,Y,N,UNITEDGLOBALCOM,0.000722,
235176,20021031,07556Q105,BZH,784224.63,11931,N,Y,BEAZER HOMES USA INC,,0.001343
92446,19980831,743862104,PVT,3177540.0,88265,Y,N,PROVIDENT COMPANIES,0.000395,
314604,20050131,001055102,AFL,20094706.98,508598,Y,N,AFLAC INC,0.001718,
51083,19970630,461148108,IVAC,,3013,N,Y,INTEVAC INC,,0.0046
90620,19980831,077410108,BOG,48893.69,6923,N,Y,BELCO OIL & GAS CORP,,7e-05
316122,20050131,50075Q107,KRT,563127.55,24055,N,Y,KRAMONT REALTY TRUST,,0.000516
9872,19960430,40443E100,ACH,,12024,N,Y,HAAGEN ALEXANDER PRO,,0.0229
254212,20030430,599903101,MCH,875147.65,62915,N,Y,MILLENNIUM CHEMICALS,,0.001404
221826,20020531,645526104,NEWH,70914.0,6690,N,Y,NEW HORIZONS WORLDWI,,8.7e-05
364881,20060531,845331107,SWWC,293537.65,22667,N,Y,SOUTHWEST WATER CO,,0.000229
137948,19991231,448924100,ICN,1983614.06,78365,Y,N,ICN PHARMACEUTICALS,0.000159,
144268,20000229,713755106,PFGC,296613.75,12489,N,Y,PERFORMANCE FOOD GRO,,0.000278
182162,20010330,920355104,VAL,1063021.88,37052,N,Y,VALSPAR CORP,,0.001317
345388,20051130,242370104,DF,5358324.33,140307,Y,N,DEAN FOODS COMPANY,0.000423,
41141,19970331,026651109,HSTR,,5912,N,Y,AMERICAN HOMESTAR CO,,0.0159
215025,20020328,22281N103,COV,35875.44,49827,N,Y,COVANTA ENERGY CORP,,4.3e-05
155561,20000630,74764T107,QEDI,212838.0,3734,N,Y,QUANTUM EFFECT DEVIC,,0.00022
169854,20001130,62886E108,NCR,4538079.0,96044,Y,N,NCR CORP NEW,0.000384,
98143,19981030,69331W104,PFFB,238671.88,16250,N,Y,PFF BANCORP INC,,0.00031
182080,20010330,902104108,IIVI,126641.37,10031,N,Y,II VI INC,,0.000157
245386,20030131,58404W109,MDTH,61418.28,6358,N,Y,MEDCATH CORP,,0.000105
53420,19970731,232815100,CYRX,496311.06,19511,N,Y,CYRIX CORP,,0.0599
328061,20050531,460981301,INTX,69000.75,7077,N,Y,INTERSECTIONS INC,,6.4e-05
358040,20060331,500255104,KSS,16237546.11,306311,Y,N,KOHLS CORP,0.00124,
307272,20041029,559775101,MPG,887687.9,33946,N,Y,MAGUIRE PPTYS INC,,0.000869
25475,19960930,74058F102,PTEK,,6493,N,Y,PREMIERE TECHNOLOGIE,,0.0227
304737,20040930,71721R406,PFWD,45322.62,5487,N,Y,PHASE FORWARD INC,,4.5e-05
121231,19990630,72813P100,PYX,446643.75,28700,N,Y,PLAYTEX PRODUCTS INC,,0.000489
129511,19990930,505401208,LRW,358245.12,35602,N,Y,LABOR READY INC,,0.00043
256021,20030530,191098102,COKE,44432.9,886,N,Y,COCA COLA BOTTLING C,,6.4e-05
17611,19960731,032681108,ANLY,,7298,N,Y,ANALYSTS INTERNATION,,0.0426
231554,20020830,891539108,TAA,84026.97,103737,N,Y,TOUCH AMERICA HOLDINGS,,0.000137
80044,19980430,464119106,IRWN,322515.75,5844,N,Y,IRWIN FINL CORP,,0.000337
180588,20010330,373298108,GP,6635315.4,225691,Y,N,GEORGIA - PAC,0.000636,
355353,20060228,61166W101,MON,22494686.76,268177,Y,N,MONSANTO CO,0.001737,
51953,19970630,782233100,RUS,,10291,N,Y,RUSS BERRIE & CO INC,,0.0285
52561,19970630,949740104,WFC,,77906,Y,N,WELLS FARGO & CO,0.2865,
51756,19970630,723684106,PIOG,,21689,N,Y,PIONEER GROUP INC,,0.063
232565,20020930,219350105,GLW,1520312.0,950195,Y,N,CORNING INC,0.000195,
24501,19960930,371901109,GNTX,,29656,N,Y,GENTEX CORP,,0.1027
297428,20040730,234264109,DAKT,373089.5,14405,N,Y,DAKTRONICS INC,,0.000389
127489,19990831,832696108,SJM.A,591905.0,25735,N,Y,SMUCKER J M CO,,0.000706
318665,20050228,339099103,FLE,518698.8,53640,N,Y,FLEETWOOD ENTERPRISES,,0.000469
312680,20041231,352451108,FBTX,194070.5,10634,N,Y,FRANKLIN BANK CORP,,0.00017
16618,19960628,750459109,RSYS,,4638,N,Y,RADISYS CORP,,0.0241
54547,19970731,659317101,TNFI,228295.12,10557,N,Y,NORTH FACE INC,,0.0275
252802,20030430,055921100,BMC,3622441.72,242791,Y,N,BMC SOFTWARE INC,0.000415,
184912,20010430,910909100,UNBJ,298981.71,15123,N,Y,UNITED NATL BANCORP,,0.000344
242213,20021231,487584104,KEI,74012.5,5921,N,Y,KEITHLEY INSTRS INC,,0.000123
281314,20040130,76009U104,RWY,187914.6,21114,N,Y,RENT WAY INC,,0.000204
274534,20031128,457153104,IM,1545742.44,106018,Y,N,INGRAM MICRO INC,0.00015,
100502,19981130,460845100,LNT,2343522.38,77153,Y,N,INTERSTATE ENERGY,0.00024,
113814,19990430,079860102,BLS,86439959.5,1942471,Y,N,BELLSOUTH CORP,0.007752,
372455,20060831,36188G102,GCT,507763.0,39700,N,Y,GMH COMMUNITIES TRUST,,0.000402
104141,19981231,745867101,PHM,675899.38,24302,N,Y,PULTE CORP,,0.00079
274524,20031128,456607100,NDE,1634423.2,55217,Y,N,INDYMAC BANCORP INC,0.000159,
37985,19970131,939653101,WRE,,31752,N,Y,WASHINGTON REIT,,0.0833
228251,20020731,799702105,SCAI,41568.45,13629,N,Y,SANCHEZ COMPUTER ASS,,6.8e-05
184044,20010430,63934E108,NAV,1532804.28,59388,Y,N,NAVISTAR INTL CORP N,0.000136,
246873,20030228,038336103,ATR,1088769.9,35933,Y,N,APTARGROUP INC,0.000136,
17410,19960628,984779108,YES,,10450,N,Y,YANKEE ENERGY SYS IN,,0.0347
100634,19981130,523768109,LEE,1247400.0,44550,N,Y,LEE ENTERPRISES,,0.00154
178300,20010228,586002107,MBRS,251039.25,9702,N,Y,MEMBERWORKS INC,,0.000295
306707,20041029,35914P105,FTO,652181.14,26533,N,Y,FRONTIER OIL CORP,,0.000638
299682,20040831,00757T101,ANSI,588833.56,20083,N,Y,ADVANCED NEUROMODULATION,,0.000618
81826,19980529,073902108,BSC,7830879.0,144348,Y,N,BEAR STEARNS COMPANI,0.000871,
74672,19980227,590829107,MCC,49896.0,2464,N,Y,MESTEK INC,,0.0055
89873,19980731,871551107,SYM,107455.69,7923,N,Y,SYMS CORP,,0.000125
140854,20000131,460335201,ISCA,1346120.75,26722,Y,N,INTERNATIONAL SPEEDW,0.000112,
163619,20000929,457277101,INKT,9203220.0,80730,Y,N,INKTOMI CORP,0.000694,
372782,20060831,465741106,ITRI,1419652.8,25360,N,Y,ITRON INC,,0.001124
367937,20060630,86663B102,SNBC,230364.4,14185,N,Y,SUN BANCORP INC NJ,,0.00018
240236,20021129,83545G102,SAH,462762.64,26204,Y,N,SONIC AUTOMOTIVE INC,5.2e-05,
314569,20041231,983759101,XMSR,6029959.32,160286,Y,N,XM SATELLITE RADIO HLDGS,0.000502,
336537,20050831,285512109,ERTS,17638574.08,307936,Y,N,ELECTRONIC ARTS INC,0.001426,
113879,19990430,115885105,BFI,6305673.0,158136,Y,N,BROWNING-FERRIS INDS,0.000565,
259009,20030630,221009103,CORV,458706.0,305804,N,Y,CORVIS CORP,,0.000644
357591,20060331,344849104,FL,3733757.4,156355,Y,N,FOOT LOCKER INC,0.000285,
45860,19970430,712713106,PSFT,,80624,Y,N,PEOPLESOFT INC,0.051,
85268,19980630,302371109,FMBK,413241.5,9898,N,Y,F & M BANCORPORATIO,,0.000398
195649,20010831,624580106,MOV,176441.0,9668,N,Y,MOVADO GROUP INC,,0.000227
147006,20000331,700658107,PRK,745888.0,8476,N,Y,PARK NATL CORP,,0.000749
207768,20011231,743312100,PRGS,504057.6,29170,N,Y,PROGRESS SOFTWARE CO,,0.000626
288015,20040430,030506109,AMWD,351559.2,5476,N,Y,AMERICAN WOODMARK CORP,,0.000394
81703,19980529,037899101,APPB,737514.38,30257,N,Y,APPLEBEES INTL INC,,0.000811
335027,20050729,811904101,CKH,1192584.96,18004,N,Y,SEACOR HOLDINGS INC,,0.000975
311098,20041130,84855W109,SKE,909687.87,25081,N,Y,SPINNAKER EXPLORATION CO,,0.000821
59860,19970930,437076102,HD,38052605.25,730026,Y,N,HOME DEPOT INC,0.4831,
181068,20010330,571834100,MI,5432459.08,102868,Y,N,MARSHALL & ILSLEY CO,0.000521,
376649,20060929,786449108,SFE,235499.88,120153,N,Y,SAFEGUARD SCIENTIFICS,,0.000185
323949,20050429,067774109,BKS,1892852.0,53170,Y,N,BARNES & NOBLE INC,0.000165,
157152,20000731,253838106,DCTI,135710.06,31469,N,Y,DIGITAL COURIER TECH,,0.000146
300077,20040831,125965103,CAO,546109.58,46517,N,Y,CSK AUTO CORP,,0.000573
365466,20060630,00845V308,AGR,2489592.0,169360,Y,N,AGERE SYSTEMS INC,0.000193,
235305,20021031,12709P103,CCMP,1027674.99,22641,N,Y,CABOT MICROELECTRONI,,0.00176
100609,19981130,505588103,LG,441801.75,17628,N,Y,LACLEDE GAS CO,,0.000545
86751,19980630,83169A100,SMTK,207996.19,14283,N,Y,SMARTALK TELESERVICE,,0.0002
126135,19990831,346563109,FORR,85793.5,2561,N,Y,FORRESTER RESH INC,,0.000102
146086,20000331,32020R109,FFIN,261817.5,9974,N,Y,FIRST FINL BANKSHARE,,0.000263
277979,20031231,64120L104,NTAP,6200203.71,302007,Y,N,NETWORK APPLIANCE INC,0.000576,
238717,20021129,29382R107,EVC,474148.6,43460,Y,N,ENTRAVISION COMMUNIC,5.3e-05,
246795,20030228,024937104,ACAS,1174410.9,47547,N,Y,AMERICAN CAPITAL STR,,0.002077
225755,20020628,92830R103,VBNJ,125707.17,4661,N,Y,VISTA BANCORP INC,,0.000174
363484,20060531,32051K106,FHRX,583015.98,27618,N,Y,FIRST HORIZON PHARMA,,0.000455
295648,20040630,68389X105,ORCL,45056699.08,3776756,Y,N,ORACLE CORP,0.003982,
346726,20051130,723456109,PNK,967807.79,40511,N,Y,PINNACLE ENTMT INC,,0.000793
47509,19970530,232560102,CYGN,,16447,N,Y,CYGNUS INC,,0.0377
66870,19971128,866948102,SNB,166660.0,16666,N,Y,SUNBURST HOSPITALITY,,0.0194
155565,20000630,74834L100,DGX,2151230.25,28779,Y,N,QUEST DIAGNOSTICS IN,0.000164,
198866,20010928,705904100,PGTV,301056.0,43008,N,Y,PEGASUS COMMUNICATIO,,0.000449
293591,20040528,961418100,WRC,1074987.4,31069,Y,N,WESTPORT RESOURCES CORP,9.9e-05,
227655,20020731,599902103,MLNM,3500999.28,281884,Y,N,MILLENNIUM PHARMACEU,0.000402,
264785,20030829,147154108,CACB,226529.42,12571,N,Y,CASCADE BANCORP,,0.000287
247803,20030228,387328107,GVA,531515.89,32077,N,Y,GRANITE CONSTR INC,,0.00094
277065,20031231,297178105,ESS,1156024.22,18001,N,Y,ESSEX PROPERTY TRUST INC,,0.001309
283593,20040227,552078107,LYO,2475536.57,138997,Y,N,LYONDELL CHEMICAL CO,0.000223,
320855,20050331,046265104,AF,2776700.3,109751,Y,N,ASTORIA FINANCIAL CORP,0.000237,
267632,20030930,093679108,BBI,739914.0,35234,Y,N,BLOCKBUSTER INC,7.7e-05,
72851,19980130,913456109,UVV,1359517.44,35141,Y,N,UNIVERSAL CORP/VA,0.000168,
121551,19990630,827056102,SGI,3091174.25,188774,Y,N,SILICON GRAPHICS INC,0.000267,
10606,19960430,691471106,OXHP,,73326,Y,N,OXFORD HEALTH PLANS,0.0691,
120488,19990630,456905108,IRIC,243818.75,27865,N,Y,INFORMATION RESOURCE,,0.000267
299884,20040831,04621X108,AIZ,2121103.34,79921,Y,N,ASSURANT INC,0.000194,
355692,20060228,737630103,PCH,1409061.92,38668,N,Y,POTLATCH CORP,,0.001082
208843,20020131,053690103,AVGN,220202.92,19964,N,Y,AVIGEN INC,,0.000276
206938,20011231,452308109,ITW,15763455.28,232774,Y,N,ILLINOIS TOOL WKS IN,0.001482,
139466,19991231,950755108,WERN,432239.06,30737,N,Y,WERNER ENTERPRISES I,,0.000458
317111,20050131,85254C305,STGS,740752.67,18739,N,Y,STAGE STORES INC,,0.000679
243977,20030131,047439104,AGIX,188062.95,24909,N,Y,ATHEROGENICS INC,,0.000323
124980,19990730,942622200,WSO,248334.31,17053,N,Y,WATSCO INC,,0.000283
313391,20041231,604567107,MIPS,403485.55,40963,N,Y,MIPS TECHNOLOGIES INC,,0.000353
238230,20021129,123164105,BSH,58296.29,8461,N,Y,BUSH INDS INC,,9.2e-05
204312,20011130,55305B101,MHO,235938.44,5756,N,Y,M/I SCHOTTENSTEIN HO,,0.00031
108847,19990226,365558105,GDI,178181.25,13975,N,Y,GARDNER DENVER MACHY,,0.000225
208167,20011231,87157J106,SCOR,565210.4,19735,N,Y,SYNCOR INTL CORP DEL,,0.000702
181955,20010330,872443403,THQI,797582.0,20989,N,Y,THQ INC,,0.000988
361930,20060428,84265V105,PCU,2566484.55,25911,Y,N,SOUTHERN COPPER CORP,0.000195,
98229,19981030,717528103,PHLY,146257.38,6257,N,Y,PHILADELPHIA CONS HL,,0.00019
308615,20041130,001744101,AHS,183568.0,11473,N,Y,AMN HEALTHCARE SERVICES,,0.000166
281566,20040130,858155203,SCS,567376.01,41627,Y,N,STEELCASE INC,5.2e-05,
322371,20050331,590049102,MERX,201847.26,18006,N,Y,MERIX CORP,,0.000186
130516,19990930,86736F106,RAYS,444058.06,42041,N,Y,SUNGLASS HUT INTL IN,,0.000533
103927,19981231,685906109,ORG,303307.75,29591,N,Y,ORGANOGENESIS INC,,0.000355
70985,19980130,253849103,DEC,8359824.37,147798,Y,N,DIGITAL EQUIPMENT,0.001032,
347127,20051130,86074Q102,SWC,435745.78,40762,N,Y,STILLWATER MINING CO,,0.000357
351178,20060131,171232101,CB,18430517.7,195342,Y,N,CHUBB CORP,0.001421,
245509,20030131,635405103,NCC,16928003.8,608921,Y,N,NATIONAL CITY CORP,0.002071,
231534,20020830,88575R308,TTEN,249025.8,15662,N,Y,3TEC ENERGY CORP,,0.000407
371010,20060731,882838105,TXUI,300639.73,9259,N,Y,TEXAS UNITED BANCSHARES,,0.000245
58253,19970829,888339108,TIMT,593771.75,16609,N,Y,TITANIUM METALS CORP,,0.07
118900,19990528,909208100,UWW,824697.25,70187,N,Y,UNISOURCE WORLDWIDE,,0.000936
56298,19970829,203004106,CMIN,182414.25,9538,N,Y,COMMONWEALTH INDUSTR,,0.0215
301437,20040831,624580106,MOV,217919.1,15186,N,Y,MOVADO GROUP INC,,0.000229
195374,20010831,501940100,LNR,733598.63,22237,N,Y,LNR PPTY CORP,,0.000942
98062,19981030,667655104,NWNG,689627.5,24740,N,Y,NORTHWEST NATURAL GA,,0.000895
103278,19981231,437614100,HM,1927391.63,211221,Y,N,HOMESTAKE MINING,0.000186,
226680,20020731,247126105,DPH,5583177.6,560560,Y,N,DELPHI CORP,0.000641,
85926,19980630,548661107,LOW,12641911.6,311665,Y,N,LOWES COS,0.001332,
250663,20030331,362418105,GBP,663514.2,24795,N,Y,GABLES RESIDENTIAL T,,0.001161
47294,19970530,152312104,CTX,,29766,N,Y,CENTEX CORP,,0.1647
38528,19970228,126501105,CTS,,4044,N,Y,CTS CORP,,0.0284
100233,19981130,375766102,G,50958790.3,1109307,Y,N,GILLETTE CO,0.005225,
88711,19980731,45812C106,IHS,1397077.0,45067,Y,N,INTEGRATED HEALTH SV,0.000148,
57682,19970829,717124101,PPDI,368466.75,16941,N,Y,PHARMACEUTICAL PROD,,0.0434
341515,20050930,948849104,WMK,568902.19,14219,N,Y,WEIS MARKETS INC,,0.000471
19430,19960731,703353102,PAH,,14666,N,Y,PATRIOT AMER HOSPITA,,0.0695
127921,19990831,941848103,WAT,4045793.12,61358,Y,N,WATERS CORP,0.000364,
273786,20031128,184496107,CLHB,72160.14,7818,N,Y,CLEAN HARBORS INC,,8.3e-05
34917,19961231,905530101,UCC,,69421,Y,N,UNION CAMP CORP,0.0538,
94192,19980930,30239F106,FFG,723516.75,31372,N,Y,FBL FINL GROUP INC,,0.000968
315081,20050131,131347106,CPN,1477947.24,443828,N,Y,CALPINE CORP,,0.001355
98335,19981030,747277101,QLGC,804309.13,8707,N,Y,QLOGIC CORP,,0.001044
348027,20051230,124661109,CHP,193136.52,25346,N,Y,C&D TECHNOLOGIES INC,,0.00016
80547,19980430,686091109,ORLY,345207.5,12553,N,Y,OREILY AUTOMOTIVE IN,,0.000361
245789,20030131,726505100,PXP,237555.96,23851,N,Y,PLAINS EXPLORATION & PRO,,0.000408
78781,19980430,012046108,ALBK,602227.5,11471,N,Y,ALBANK FINL CORP,,0.000629
308582,20041029,985021104,YANB,278678.82,8399,N,Y,YARDVILLE NATL BANCORP,,0.000273
223174,20020628,053494100,AVTR,120740.24,4306,N,Y,AVATAR HLDGS INC,,0.000167
263491,20030731,744573106,PEG,9204895.25,225887,Y,N,PUBLIC SVC ENTERPRISE,0.000965,
11654,19960531,018804104,ATK,,12940,N,Y,ALLIANT TECHSYSTEMS,,0.0989
116304,19990430,98975L108,ZONA,256680.38,11221,N,Y,ZONAGEN INC,,0.000296
310174,20041130,526107107,LII,796813.08,44292,N,Y,LENNOX INTERNATIONAL INC,,0.000719
111443,19990331,25429Q102,DME,2593823.31,111863,Y,N,DIME BANCORP INC,0.000242,
342855,20051031,416196103,HHS,1448345.6,56576,Y,N,HARTE HANKS INC,0.000118,
131370,19991029,12487Q109,CCCG,245520.0,22320,N,Y,CCC INFORMATION SVCS,,0.000298
145850,20000331,233326107,DST,2392540.64,36848,Y,N,DST SYS INC DEL,0.000183,
117829,19990528,552078107,LYO,736270.0,38624,Y,N,LYNODELL CHEMICAL CO,6.8e-05,
382593,20061130,807863105,SCHS,850186.35,22947,N,Y,SCHOOL SPECIALTY INC,,0.000625
184159,20010430,681904108,OCR,2072569.8,93359,N,Y,OMNICARE INC,,0.002386
383134,20061130,963320106,WHR,6219478.9,72913,Y,N,WHIRLPOOL CORP,0.000442,
44944,19970430,361448103,GMT,,20642,N,Y,GATX CORP,,0.1733
290661,20040430,941053100,WCN,1136983.18,28234,N,Y,WASTE CONNECTIONS INC,,0.001275
154308,20000630,297862104,ETYS,364099.53,57395,N,Y,ETOYS INC,,0.000377
369292,20060731,291345106,EMIS,169577.04,23817,N,Y,EMISPHERE TECHNOLOGIES,,0.000138
63298,19971031,635621105,NDC,984421.31,26651,Y,N,NATIONAL DATA CORP,0.0129,
